year,month,province,gasoline_a80,gasoline_ai92,gasoline_ai95,diesel
2022,10,Khovd,2800.0,2800.0,4200.0,3730.0
2022,10,Khuvsgul,2570.0,2590.0,4080.0,3800.0
2022,10,Orkhon,2470.0,2490.0,4040.0,3760.0
2022,10,Selenge,2480.0,2500.0,4030.0,3760.0
2022,10,Sukhbaatar,2550.0,2570.0,4070.0,3860.0
2022,10,Tuv,2420.0,2440.0,3980.0,3790.0
2022,10,Ulaanbaatar,2370.0,2390.0,3910.0,3760.0
2022,10,Umnugovi,2530.0,2550.0,3990.0,3770.0
2022,10,Uvs,2880.0,2900.0,4200.0,3720.0
2022,10,Uvurkhangai,2450.0,2470.0,4030.0,3810.0
2022,10,Zavkhan,2870.0,2890.0,4200.0,3820.0
2022,11,Arkhangai,2480.0,2500.0,4040.0,3910.0
2022,11,Bayan-Ulgii,2680.0,2700.0,,3550.0
2022,11,Bayankhongor,2510.0,2530.0,4050.0,4070.0
2022,11,Bulgan,2470.0,2490.0,4040.0,3850.0
2022,11,Darkhan-Uul,2450.0,2470.0,4020.0,3850.0
2022,11,Dornod,2510.0,2530.0,4030.0,4100.0
2022,11,Dornogovi,2500.0,2520.0,4030.0,3910.0
2022,11,Dundgovi,2510.0,2530.0,4010.0,3890.0
2022,11,Gobi-Altai,2780.0,2800.0,4150.0,4210.0
2022,11,Govisumber,2460.0,2480.0,4010.0,3880.0
2022,11,Khentii,2500.0,2520.0,3990.0,3900.0
2022,11,Khovd,2800.0,2800.0,4200.0,4090.0
2022,11,Khuvsgul,2570.0,2590.0,4080.0,3910.0
2022,11,Orkhon,2470.0,2490.0,4040.0,3850.0
2022,11,Selenge,2480.0,2500.0,4030.0,3850.0
2022,11,Sukhbaatar,2550.0,2570.0,4070.0,4110.0
2022,11,Tuv,2420.0,2440.0,3980.0,3880.0
2022,11,Ulaanbaatar,2370.0,2390.0,3910.0,3850.0
2022,11,Umnugovi,2530.0,2550.0,3990.0,3890.0
2022,11,Uvs,2880.0,2900.0,4200.0,4080.0
2022,11,Uvurkhangai,2450.0,2470.0,4030.0,3960.0
2022,11,Zavkhan,2870.0,2890.0,4200.0,4140.0
2022,12,Arkhangai,2480.0,2500.0,4040.0,3970.0
2022,12,Bayan-Ulgii,2680.0,2700.0,,2700.0
2022,12,Bayankhongor,2510.0,2530.0,,2890.0
2022,12,Bulgan,2470.0,2490.0,4040.0,3910.0
2022,12,Darkhan-Uul,2450.0,2470.0,4020.0,3910.0
2022,12,Dornod,2510.0,2530.0,4030.0,4100.0
2022,12,Dornogovi,2500.0,2520.0,4030.0,3980.0
2022,12,Dundgovi,2510.0,2530.0,4010.0,3960.0
2022,12,Gobi-Altai,2780.0,2800.0,,2890.0
2022,12,Govisumber,2460.0,2480.0,4010.0,3940.0
2022,12,Khentii,2500.0,2520.0,3990.0,3960.0
2022,12,Khovd,2800.0,2800.0,,2800.0
2022,12,Khuvsgul,2570.0,2590.0,4080.0,3970.0
2022,12,Orkhon,2470.0,2490.0,4040.0,3910.0
2022,12,Selenge,2480.0,2500.0,4030.0,3910.0
2022,12,Sukhbaatar,2550.0,2570.0,4070.0,4110.0
2022,12,Tuv,2420.0,2440.0,3980.0,3940.0
2022,12,Ulaanbaatar,2370.0,2390.0,3910.0,3850.0
2022,12,Umnugovi,2530.0,2550.0,3990.0,3990.0
2022,12,Uvs,2880.0,2900.0,,2850.0
2022,12,Uvurkhangai,2450.0,2470.0,4030.0,4020.0
2022,12,Zavkhan,2870.0,2890.0,,2890.0
2025,1,Arkhangai,2480.0,2500.0,4040.0,3260.0
2025,1,Bayan-Ulgii,2680.0,2800.0,4250.0,3440.0
2025,1,Bayankhongor,2510.0,2530.0,4050.0,3390.0
2025,1,Bulgan,2470.0,2520.0,4080.0,3200.0
2025,1,Darkhan-Uul,2450.0,2470.0,4020.0,3200.0
2025,1,Dornod,2510.0,2530.0,4030.0,3230.0
2025,1,Dornogovi,2510.0,2520.0,4030.0,3270.0
2025,1,Dundgovi,2510.0,2530.0,4010.0,3250.0
2025,1,Gobi-Altai,2780.0,2800.0,4150.0,3590.0
2025,1,Govisumber,2460.0,2480.0,4010.0,3200.0
2025,1,Khentii,2500.0,2520.0,3990.0,3250.0
2025,1,Khovd,2800.0,2800.0,4200.0,3490.0
2025,1,Khuvsgul,2570.0,2590.0,4080.0,3260.0
2025,1,Orkhon,2470.0,2490.0,4040.0,3200.0
2025,1,Selenge,2480.0,2500.0,4030.0,3230.0
2025,1,Sukhbaatar,2530.0,2570.0,4070.0,3350.0
2025,1,Tuv,2470.0,2440.0,3980.0,3190.0
2025,1,Ulaanbaatar,2370.0,2390.0,3910.0,3140.0
2025,1,Umnugovi,2530.0,2550.0,3990.0,3280.0
2025,1,Uvs,2880.0,2900.0,4200.0,3610.0
2025,1,Uvurkhangai,2450.0,2470.0,4030.0,3310.0
2025,1,Zavkhan,2870.0,2890.0,4200.0,3590.0
2025,2,Arkhangai,2480.0,2500.0,3840.0,3260.0
2025,2,Bayan-Ulgii,2680.0,2800.0,4050.0,3440.0
2025,2,Bayankhongor,2510.0,2530.0,3850.0,3390.0
2025,2,Bulgan,2470.0,2520.0,3880.0,3200.0
2025,2,Darkhan-Uul,2450.0,2470.0,3820.0,3200.0
2025,2,Dornod,2510.0,2530.0,3830.0,3230.0
2025,2,Dornogovi,2510.0,2520.0,3830.0,3270.0
2025,2,Dundgovi,2510.0,2530.0,3810.0,3250.0
2025,2,Gobi-Altai,2780.0,2800.0,3950.0,3590.0
2025,2,Govisumber,2460.0,2480.0,3810.0,3200.0
2025,2,Khentii,2500.0,2520.0,3790.0,3250.0
2025,2,Khovd,2800.0,2800.0,4000.0,3490.0
2025,2,Khuvsgul,2570.0,2590.0,3880.0,3260.0
2025,2,Orkhon,2470.0,2490.0,3840.0,3200.0
2025,2,Selenge,2480.0,2500.0,3830.0,3230.0
2025,2,Sukhbaatar,2530.0,2570.0,3870.0,3350.0
2025,2,Tuv,2470.0,2440.0,3780.0,3190.0
2025,2,Ulaanbaatar,2370.0,2390.0,3710.0,3140.0
2025,2,Umnugovi,2530.0,2550.0,3790.0,3280.0
2025,2,Uvs,2880.0,2900.0,4000.0,3610.0
2025,2,Uvurkhangai,2450.0,2470.0,3830.0,3310.0
2025,2,Zavkhan,2870.0,2890.0,4000.0,3590.0
2025,3,Arkhangai,2480.0,2500.0,3840.0,3260.0
2025,3,Bayan-Ulgii,2680.0,2800.0,4050.0,3440.0
2025,3,Bayankhongor,2510.0,2530.0,3850.0,3390.0
2025,3,Bulgan,2470.0,2520.0,3880.0,3200.0
2025,3,Darkhan-Uul,2450.0,2470.0,3820.0,3200.0
2025,3,Dornod,2510.0,2530.0,3830.0,3230.0
2025,3,Dornogovi,2510.0,2520.0,3830.0,3270.0
2025,3,Dundgovi,2510.0,2530.0,3810.0,3250.0
2025,3,Gobi-Altai,2780.0,2800.0,3950.0,3590.0
2025,3,Govisumber,2460.0,2480.0,3810.0,3200.0
2025,3,Khentii,2500.0,2520.0,3790.0,3250.0
2025,3,Khovd,2800.0,2800.0,4000.0,3490.0
2025,3,Khuvsgul,2570.0,2590.0,3880.0,3260.0
2025,3,Orkhon,2470.0,2490.0,3840.0,3200.0
2025,3,Selenge,2480.0,2500.0,3830.0,3230.0
2025,3,Sukhbaatar,2530.0,2570.0,3870.0,3350.0
2025,3,Tuv,2470.0,2440.0,3780.0,3190.0
2025,3,Ulaanbaatar,2370.0,2390.0,3710.0,3140.0
2025,3,Umnugovi,2530.0,2550.0,3790.0,3280.0
2025,3,Uvs,2880.0,2900.0,4000.0,3610.0
2025,3,Uvurkhangai,2450.0,2470.0,3830.0,3310.0
2025,3,Zavkhan,2870.0,2890.0,4000.0,3590.0
2025,4,Arkhangai,2480.0,2500.0,3840.0,3260.0
2025,4,Bayan-Ulgii,2680.0,2800.0,4050.0,3440.0
2025,4,Bayankhongor,2510.0,2530.0,3850.0,3390.0
2025,4,Bulgan,2470.0,2520.0,3880.0,3200.0
2025,4,Darkhan-Uul,2450.0,2470.0,3820.0,3200.0
2025,4,Dornod,2510.0,2530.0,3830.0,3230.0
2025,4,Dornogovi,2510.0,2520.0,3830.0,3270.0
2025,4,Dundgovi,2510.0,2530.0,3810.0,3250.0
2025,4,Gobi-Altai,2780.0,2800.0,3950.0,3590.0
2025,4,Govisumber,2460.0,2480.0,3810.0,3200.0
2025,4,Khentii,2500.0,2520.0,3790.0,3250.0
2025,4,Khovd,2800.0,2800.0,4000.0,3490.0
2025,4,Khuvsgul,2570.0,2590.0,3880.0,3260.0
2025,4,Orkhon,2470.0,2490.0,3840.0,3200.0
2025,4,Selenge,2480.0,2500.0,3830.0,3230.0
2025,4,Sukhbaatar,2530.0,2570.0,3870.0,3350.0
2025,4,Tuv,2470.0,2440.0,3780.0,3190.0
2025,4,Ulaanbaatar,2370.0,2390.0,3710.0,3140.0
2025,4,Umnugovi,2530.0,2550.0,3790.0,3280.0
2025,4,Uvs,2880.0,2900.0,4000.0,3610.0
2025,4,Uvurkhangai,2450.0,2470.0,3830.0,3310.0
2025,4,Zavkhan,2870.0,2890.0,4000.0,3590.0
2025,5,Arkhangai,2480.0,2700.0,3640.0,3060.0
2025,5,Bayan-Ulgii,2680.0,3000.0,3850.0,3240.0
2025,5,Bayankhongor,2510.0,2730.0,3650.0,3190.0
2025,5,Bulgan,2470.0,2690.0,3640.0,3000.0
2025,5,Darkhan-Uul,2450.0,2670.0,3620.0,3000.0
2025,5,Dornod,2510.0,2730.0,3630.0,3030.0
2025,5,Dornogovi,2510.0,2720.0,3630.0,3070.0
2025,5,Dundgovi,2510.0,2730.0,3610.0,3050.0
2025,5,Gobi-Altai,2780.0,3000.0,3750.0,3390.0
2025,5,Govisumber,2460.0,2680.0,3610.0,3000.0
2025,5,Khentii,2500.0,2640.0,3570.0,3040.0
2025,5,Khovd,2800.0,3000.0,3800.0,3390.0
2025,5,Khuvsgul,2570.0,2790.0,3680.0,3060.0
2025,5,Orkhon,2470.0,2690.0,3640.0,3000.0
2025,5,Selenge,2480.0,2690.0,3640.0,3000.0
2025,5,Sukhbaatar,2530.0,2770.0,3670.0,3150.0
2025,5,Tuv,2470.0,2640.0,3600.0,2990.0
2025,5,Ulaanbaatar,2370.0,2590.0,3510.0,2940.0
2025,5,Umnugovi,2530.0,2750.0,3590.0,3080.0
2025,5,Uvs,2880.0,3100.0,3800.0,3400.0
2025,5,Uvurkhangai,2450.0,2670.0,3630.0,3110.0
2025,5,Zavkhan,2870.0,3090.0,3800.0,3490.0
2025,6,Arkhangai,2480.0,2700.0,3640.0,3060.0
2025,6,Bayan-Ulgii,2680.0,3000.0,3850.0,3240.0
2025,6,Bayankhongor,2510.0,2730.0,3650.0,3190.0
2025,6,Bulgan,2470.0,2690.0,3640.0,3000.0
2025,6,Darkhan-Uul,2450.0,2670.0,3620.0,3000.0
2025,6,Dornod,2510.0,2730.0,3630.0,3030.0
2025,6,Dornogovi,2510.0,2720.0,3630.0,3070.0
2025,6,Dundgovi,2510.0,2730.0,3610.0,3050.0
2025,6,Gobi-Altai,2780.0,3000.0,3750.0,3390.0
2025,6,Govisumber,2460.0,2680.0,3610.0,3000.0
2025,6,Khentii,2500.0,2640.0,3570.0,3040.0
2025,6,Khovd,2800.0,3000.0,3800.0,3390.0
2025,6,Khuvsgul,2570.0,2790.0,3680.0,3060.0
2025,6,Orkhon,2470.0,2690.0,3640.0,3000.0
2025,6,Selenge,2480.0,2690.0,3640.0,3000.0
2025,6,Sukhbaatar,2530.0,2770.0,3670.0,3150.0
2025,6,Tuv,2470.0,2640.0,3600.0,2990.0
2025,6,Ulaanbaatar,2370.0,2590.0,3510.0,2940.0
2025,6,Umnugovi,2530.0,2750.0,3590.0,3080.0
2025,6,Uvs,2880.0,3100.0,3800.0,3400.0
2025,6,Uvurkhangai,2450.0,2670.0,3630.0,3110.0
2025,6,Zavkhan,2870.0,3090.0,3800.0,3490.0
2025,7,Arkhangai,2480.0,2700.0,3640.0,3060.0
2025,7,Bayan-Ulgii,2680.0,3000.0,3850.0,3340.0
2025,7,Bayankhongor,2510.0,2730.0,3650.0,3190.0
2025,7,Bulgan,2470.0,2690.0,3640.0,3000.0
2025,7,Darkhan-Uul,2450.0,2670.0,3620.0,3000.0
2025,7,Dornod,2510.0,2730.0,3630.0,3030.0
2025,7,Dornogovi,2510.0,2720.0,3630.0,3070.0
2025,7,Dundgovi,2510.0,2730.0,3610.0,3050.0
2025,7,Gobi-Altai,2780.0,3000.0,3750.0,3490.0
2025,7,Govisumber,2460.0,2680.0,3610.0,3000.0
2025,7,Khentii,2500.0,2640.0,3570.0,3040.0
2025,7,Khovd,2800.0,3000.0,3800.0,3490.0
2025,7,Khuvsgul,2570.0,2790.0,3680.0,3060.0
2025,7,Orkhon,2470.0,2690.0,3640.0,3000.0
2025,7,Selenge,2480.0,2690.0,3640.0,3000.0
2025,7,Sukhbaatar,2530.0,2770.0,3670.0,3150.0
2025,7,Tuv,2470.0,2640.0,3600.0,2990.0
2025,7,Ulaanbaatar,2370.0,2590.0,3510.0,2940.0
2025,7,Umnugovi,2530.0,2750.0,3590.0,3080.0
2025,7,Uvs,2880.0,3100.0,3800.0,3500.0
2025,7,Uvurkhangai,2450.0,2670.0,3630.0,3110.0
2025,7,Zavkhan,2870.0,3090.0,3800.0,3590.0
2025,8,Arkhangai,2480.0,2700.0,3640.0,3160.0
2025,8,Bayan-Ulgii,2680.0,3000.0,3850.0,3340.0
2025,8,Bayankhongor,2510.0,2730.0,3650.0,3290.0
2025,8,Bulgan,2470.0,2690.0,3640.0,3100.0
2025,8,Darkhan-Uul,2450.0,2670.0,3620.0,3100.0
2025,8,Dornod,2510.0,2730.0,3630.0,3130.0
2025,8,Dornogovi,2510.0,2720.0,3630.0,3170.0
2025,8,Dundgovi,2510.0,2730.0,3610.0,3150.0
2025,8,Gobi-Altai,2780.0,3000.0,3750.0,3490.0
2025,8,Govisumber,2460.0,2680.0,3610.0,3000.0
2025,8,Khentii,2500.0,2640.0,3570.0,3150.0
2025,8,Khovd,2800.0,3000.0,3800.0,3490.0
2025,8,Khuvsgul,2570.0,2790.0,3680.0,3160.0
2025,8,Orkhon,2470.0,2690.0,3640.0,3100.0
2025,8,Selenge,2480.0,2690.0,3640.0,3100.0
2025,8,Sukhbaatar,2530.0,2770.0,3670.0,3250.0
2025,8,Tuv,2470.0,2640.0,3600.0,3090.0
2025,8,Ulaanbaatar,2370.0,2590.0,3510.0,2940.0
2025,8,Umnugovi,2530.0,2750.0,3590.0,3180.0
2025,8,Uvs,2880.0,3100.0,3800.0,3500.0
2025,8,Uvurkhangai,2450.0,2670.0,3630.0,3210.0
2025,8,Zavkhan,2870.0,3090.0,3800.0,3590.0
2025,9,Arkhangai,2480.0,2700.0,3640.0,3160.0
2025,9,Bayan-Ulgii,2680.0,3000.0,3850.0,3340.0
2025,9,Bayankhongor,2510.0,2730.0,3650.0,3290.0
2025,9,Bulgan,2470.0,2690.0,3640.0,3100.0
2025,9,Darkhan-Uul,2450.0,2670.0,3620.0,3100.0
2025,9,Dornod,2510.0,2730.0,3630.0,3130.0
2025,9,Dornogovi,2510.0,2720.0,3630.0,3170.0
2025,9,Dundgovi,2510.0,2730.0,3610.0,3150.0
2025,9,Gobi-Altai,2780.0,3000.0,3750.0,3490.0
2025,9,Govisumber,2460.0,2680.0,3610.0,3000.0
2025,9,Khentii,2500.0,2640.0,3570.0,3150.0
2025,9,Khovd,2800.0,3000.0,3800.0,3490.0
2025,9,Khuvsgul,2570.0,2790.0,3680.0,3160.0
2025,9,Orkhon,2470.0,2690.0,3640.0,3100.0
2025,9,Selenge,2480.0,2690.0,3640.0,3100.0
2025,9,Sukhbaatar,2530.0,2770.0,3670.0,3250.0
2025,9,Tuv,2470.0,2640.0,3600.0,3090.0
2025,9,Ulaanbaatar,2370.0,2590.0,3510.0,2940.0
2025,9,Umnugovi,2530.0,2750.0,3590.0,3180.0
2025,9,Uvs,2880.0,3100.0,3800.0,3500.0
2025,9,Uvurkhangai,2450.0,2670.0,3630.0,3210.0
2025,9,Zavkhan,2870.0,3090.0,3800.0,3590.0
2025,10,Arkhangai,2700.0,4040.0,3260.0,3950.0
2025,10,Bayan-Ulgii,3150.0,4250.0,3440.0,0.0
2025,10,Bayankhongor,2730.0,4050.0,3390.0,3970.0
2025,10,Bulgan,2700.0,4080.0,3200.0,3960.0
2025,10,Darkhan-Uul,2670.0,4020.0,3200.0,3950.0
2025,10,Dornod,2730.0,4030.0,3230.0,3880.0
2025,10,Dornogovi,2720.0,4030.0,3270.0,3800.0
2025,10,Dundgovi,2730.0,4010.0,3250.0,0.0
2025,10,Gobi-Altai,3000.0,4150.0,3590.0,4200.0
2025,10,Govisumber,2680.0,4010.0,3200.0,3950.0
2025,10,Khentii,2720.0,3990.0,3250.0,4000.0
2025,10,Khovd,3150.0,4200.0,3490.0,4200.0
2025,10,Khuvsgul,2790.0,4080.0,3260.0,4010.0
2025,10,Orkhon,2690.0,4040.0,3200.0,3950.0
2025,10,Selenge,2700.0,4030.0,3230.0,3950.0
2025,10,Tuv,2700.0,3980.0,3190.0,3890.0
2025,10,Ulaanbaatar,2590.0,3910.0,3140.0,3790.0
2025,10,Umnugovi,2750.0,3990.0,3280.0,3970.0
2025,10,Uvs,3100.0,4200.0,3610.0,4100.0
2025,10,Uvurkhangai,2730.0,4030.0,3310.0,3950.0
2025,10,Zavkhan,3090.0,4200.0,3590.0,4300.0
2025,11,Arkhangai,2700.0,4040.0,4010.0,3950.0
2025,11,Bayankhongor,2730.0,4050.0,4140.0,3970.0
2025,11,Bulgan,2700.0,4080.0,3950.0,3960.0
2025,11,Darkhan-Uul,2670.0,4020.0,3950.0,3950.0
2025,11,Dornod,2730.0,4030.0,3980.0,3880.0
2025,11,Dornogovi,2720.0,4030.0,4020.0,3800.0
2025,11,Govisumber,2680.0,4010.0,3980.0,3950.0
2025,11,Khentii,2720.0,3990.0,3800.0,4000.0
2025,11,Khuvsgul,2790.0,4080.0,4010.0,4010.0
2025,11,Orkhon,2690.0,4040.0,3750.0,3950.0
2025,11,Selenge,2740.0,4030.0,3750.0,3950.0
2025,11,Tuv,2700.0,3980.0,3940.0,3890.0
2025,11,Ulaanbaatar,2590.0,3910.0,3690.0,3790.0
2025,11,Umnugovi,2750.0,3990.0,4030.0,3970.0
2025,11,Uvurkhangai,2730.0,4030.0,4060.0,3950.0
2025,11,Zavkhan,3090.0,4200.0,4140.0,4300.0
2025,12,Arkhangai,2700.0,4040.0,4010.0,4150.0
2025,12,Bayankhongor,2730.0,4050.0,4140.0,4200.0
2025,12,Bulgan,2720.0,4080.0,3950.0,4160.0
2025,12,Darkhan-Uul,2670.0,4020.0,3950.0,4100.0
2025,12,Dornod,2730.0,4030.0,3980.0,4080.0
2025,12,Dornogovi,2720.0,4030.0,4020.0,4000.0
2025,12,Govisumber,2680.0,4010.0,3980.0,4150.0
2025,12,Khentii,2720.0,3990.0,3800.0,4200.0
2025,12,Khuvsgul,2790.0,4080.0,4010.0,4210.0
2025,12,Orkhon,2690.0,4040.0,3750.0,4150.0
2025,12,Selenge,2740.0,4030.0,3750.0,4130.0
2025,12,Tuv,2700.0,3980.0,3940.0,4080.0
2025,12,Ulaanbaatar,2590.0,3910.0,3690.0,4163.0
2025,12,Umnugovi,2750.0,3990.0,4030.0,4170.0
2025,12,Uvurkhangai,2730.0,4030.0,4060.0,4150.0
2025,12,Zavkhan,3290.0,4200.0,4140.0,4340.0
